연번,영업장면적,업태명,,,,,,감성주점
6196,451.15,경양식,,,,,,
6197,100,한식,,,,,,
6198,55.12,까페,,,,,,
6199,106.42,까페,,,,,,
6200,92.35,한식,,,,,,
6201,95.75,한식,,,,,,
6202,157.1,한식,,,,,,
6203,48,한식,,,,,,
6204,32.76,호프/통닭,,,,,,
6205,90,식육(숯불구이),,,,,,
6206,99.2,한식,,,,,,
6207,85.8,식육(숯불구이),,,,,,
6208,66,한식,,,,,,
6209,193.13,한식,,,,,,
6210,134.44,한식,,,,,,
6211,141.78,한식,,,,,,
6212,99.88,한식,,,,,,
6213,176.9,한식,,,,,,
6214,82.83,한식,,,,,,
6215,221.06,식육(숯불구이),,,,,,
6216,92.62,한식,,,,,,
6217,88.13,경양식,,,,,,
6218,87.57,한식,,,,,,
6219,119.67,한식,,,,,,
6220,82.5,호프/통닭,,,,,,
6221,96,한식,,,,,,
6222,34.04,한식,,,,,,
6223,99.45,까페,,,,,,
6224,165.48,식육(숯불구이),,,,,,
6225,54,한식,,,,,,
6226,201.96,까페,,,,,,
6227,180,한식,,,,,,
6228,67.73,까페,,,,,,
6229,66.46,한식,,,,,,
6230,116.85,뷔페식,,,,,,
6231,92.96,정종/대포집/소주방,,,,,,
6232,258.65,까페,,,,,,
6233,5.94,기타,,,,,,
6234,217.61,한식,,,,,,
6235,35.88,기타,,,,,,
6236,133,회집,,,,,,
6237,178.44,호프/통닭,,,,,,
6238,21,한식,,,,,,
6239,66,한식,,,,,,
6240,33.63,한식,,,,,,
6241,58.96,경양식,,,,,,
6242,99.13,한식,,,,,,
6243,41.52,한식,,,,,,
6244,85.89,식육(숯불구이),,,,,,
6245,36,통닭(치킨),,,,,,
6246,72.65,호프/통닭,,,,,,
6247,41.74,한식,,,,,,
6248,67.89,호프/통닭,,,,,,
6249,25.19,까페,,,,,,
6250,115.5,까페,,,,,,
6251,96.84,호프/통닭,,,,,,
6252,49.14,통닭(치킨),,,,,,
6253,187.46,일식,,,,,,
6254,25.97,분식,,,,,,
6255,30,까페,,,,,,
6256,66.36,까페,,,,,,
6257,61.05,한식,,,,,,
6258,75.3,한식,,,,,,
6259,149.76,한식,,,,,,
6260,123.84,한식,,,,,,
6261,49.5,분식,,,,,,
6262,58.06,까페,,,,,,
6263,85.2,식육(숯불구이),,,,,,
6264,52.82,일식,,,,,,
6265,122.76,한식,,,,,,
6266,83.82,한식,,,,,,
6267,97.95,한식,,,,,,
6268,52.07,분식,,,,,,
6269,18,분식,,,,,,
6270,83,식육(숯불구이),,,,,,
6271,108.78,한식,,,,,,
6272,150.6,까페,,,,,,
6273,29.92,호프/통닭,,,,,,
6274,271.06,까페,,,,,,
6275,35.67,분식,,,,,,
6276,119.28,중국식,,,,,,
6277,207.27,까페,,,,,,
6278,41.3,통닭(치킨),,,,,,
6279,73.2,까페,,,,,,
6280,226.54,한식,,,,,,
6281,185.36,한식,,,,,,
6282,233.58,식육(숯불구이),,,,,,
6283,98.46,통닭(치킨),,,,,,
6284,45,패스트푸드,,,,,,
6285,74.16,식육(숯불구이),,,,,,
6286,248,한식,,,,,,
6287,147.34,까페,,,,,,
6288,578.05,한식,,,,,,
6289,59.29,까페,,,,,,
6290,33,통닭(치킨),,,,,,
6291,324.43,경양식,,,,,,
6292,28.8,한식,,,,,,
6293,135.76,한식,,,,,,
6294,74.88,한식,,,,,,
6295,31.59,한식,,,,,,
6296,93.87,까페,,,,,,
6297,29,호프/통닭,,,,,,
6298,143.51,경양식,,,,,,
6299,144,한식,,,,,,
6300,130.6,경양식,,,,,,
6301,248.69,까페,,,,,,
6302,32,한식,,,,,,
6303,64.62,경양식,,,,,,
6304,37.54,한식,,,,,,
6305,58.51,한식,,,,,,
6306,82.75,기타,,,,,,
6307,126,까페,,,,,,
6308,69.89,한식,,,,,,
6309,72.7,한식,,,,,,
6310,598.56,한식,,,,,,
6311,101.28,한식,,,,,,
6312,82.71,경양식,,,,,,
6313,58.32,까페,,,,,,
6314,104,한식,,,,,,
6315,92.84,한식,,,,,,
6316,64.18,통닭(치킨),,,,,,
6317,191.2,한식,,,,,,
6318,50,한식,,,,,,
6319,83.79,정종/대포집/소주방,,,,,,
6320,48.89,통닭(치킨),,,,,,
6321,103.49,한식,,,,,,
6322,38.88,호프/통닭,,,,,,
6323,34.92,한식,,,,,,
6324,28.9,까페,,,,,,
6325,139.96,경양식,,,,,,
6326,114.8,한식,,,,,,
6327,99.4,일식,,,,,,
6328,81.4,일식,,,,,,
6329,580,한식,,,,,,
6330,98.2,통닭(치킨),,,,,,
6331,80.83,경양식,,,,,,
6332,51.22,식육(숯불구이),,,,,,
6333,84,식육(숯불구이),,,,,,
6334,80.46,한식,,,,,,
6335,189.55,중국식,,,,,,
6336,65.8,호프/통닭,,,,,,
6337,53.32,한식,,,,,,
6338,71.24,한식,,,,,,
6339,37.04,호프/통닭,,,,,,
6340,89.65,까페,,,,,,
6341,38.8,호프/통닭,,,,,,
6342,122.05,호프/통닭,,,,,,
6343,56,식육(숯불구이),,,,,,
6344,231.2,한식,,,,,,
6345,22.44,까페,,,,,,
6346,22.47,통닭(치킨),,,,,,
6347,150.04,한식,,,,,,
6348,132.04,경양식,,,,,,
6349,81.56,통닭(치킨),,,,,,
6350,115.5,한식,,,,,,
6351,32.08,한식,,,,,,
6352,181.29,일식,,,,,,
6353,131.59,한식,,,,,,
6354,100.24,한식,,,,,,
6355,91.49,까페,,,,,,
6356,135.73,회집,,,,,,
6357,45.25,까페,,,,,,
6358,141.75,한식,,,,,,
6359,107.06,한식,,,,,,
6360,112.4,한식,,,,,,
6361,27.54,까페,,,,,,
6362,59.04,경양식,,,,,,
6363,238.4,한식,,,,,,
6364,458.82,경양식,,,,,,
6365,69.6,경양식,,,,,,
6366,85.68,한식,,,,,,
6367,47.34,한식,,,,,,
6368,81,분식,,,,,,
6369,33.05,한식,,,,,,
6370,27,패스트푸드,,,,,,
6371,325.2,식육(숯불구이),,,,,,
6372,208.98,식육(숯불구이),,,,,,
6373,16.64,통닭(치킨),,,,,,
6374,88.38,한식,,,,,,
6375,205.62,중국식,,,,,,
6376,44.65,회집,,,,,,
6377,135.6,한식,,,,,,
6378,63.93,한식,,,,,,
6379,114.33,경양식,,,,,,
6380,89.98,분식,,,,,,
6381,89,통닭(치킨),,,,,,
6382,377.48,까페,,,,,,
6383,82,통닭(치킨),,,,,,
6384,330,한식,,,,,,
6385,33,통닭(치킨),,,,,,
6386,102.08,한식,,,,,,
6387,226.82,한식,,,,,,
6388,16.5,통닭(치킨),,,,,,
6389,421.5,경양식,,,,,,
6390,26,한식,,,,,,
6391,162.46,한식,,,,,,
6392,81.27,한식,,,,,,
6393,136.64,한식,,,,,,
6394,123.45,한식,,,,,,
6395,56.67,한식,,,,,,
6396,135.92,한식,,,,,,
6397,182.55,일식,,,,,,
6398,109.34,중국식,,,,,,
6399,64.2,일식,,,,,,
6400,102.18,한식,,,,,,
6401,30.34,한식,,,,,,
6402,50,경양식,,,,,,
6403,42.84,한식,,,,,,
6404,41.61,경양식,,,,,,
6405,19,한식,,,,,,
6406,78.81,한식,,,,,,
6407,37.5,식육(숯불구이),,,,,,
6408,138.96,식육(숯불구이),,,,,,
6409,91.11,경양식,,,,,,
6410,127.9,경양식,,,,,,
6411,100.8,한식,,,,,,
6412,95.04,까페,,,,,,
6413,128.05,식육(숯불구이),,,,,,
6414,45.61,까페,,,,,,
6415,99,한식,,,,,,
6416,26.91,한식,,,,,,
6417,119.07,한식,,,,,,
6418,141.28,호프/통닭,,,,,,
6419,10.4,기타,,,,,,
6420,846.9,경양식,,,,,,
6421,27,호프/통닭,,,,,,
6422,70.1,까페,,,,,,
6423,94.92,경양식,,,,,,
6424,164.13,중국식,,,,,,
6425,123.73,분식,,,,,,
6426,135,까페,,,,,,
6427,23.76,한식,,,,,,
6428,123.19,식육(숯불구이),,,,,,
6429,29.2,한식,,,,,,
6430,32.86,까페,,,,,,
6431,88.25,한식,,,,,,
6432,130.08,식육(숯불구이),,,,,,
6433,82.5,까페,,,,,,
6434,131.85,식육(숯불구이),,,,,,
6435,98.64,통닭(치킨),,,,,,
6436,24.96,한식,,,,,,
6437,103.4,식육(숯불구이),,,,,,
6438,91.7,식육(숯불구이),,,,,,
6439,48.05,한식,,,,,,
6440,297.45,통닭(치킨),,,,,,
6441,52.6,호프/통닭,,,,,,
6442,26.84,한식,,,,,,
6443,60,호프/통닭,,,,,,
6444,130.32,한식,,,,,,
6445,112.28,한식,,,,,,
6446,87.1,한식,,,,,,
6447,51.11,한식,,,,,,
6448,50.42,경양식,,,,,,
6449,88,한식,,,,,,
6450,30.23,한식,,,,,,
6451,72.18,한식,,,,,,
6452,149.04,한식,,,,,,
6453,110.58,한식,,,,,,
6454,153.55,한식,,,,,,
6455,49.5,일식,,,,,,
6456,57.98,패스트푸드,,,,,,
6457,50.06,한식,,,,,,
6458,372.01,뷔페식,,,,,,
6459,140.84,식육(숯불구이),,,,,,
6460,33,경양식,,,,,,
6461,678.32,한식,,,,,,
6462,759.22,식육(숯불구이),,,,,,
6463,297.18,경양식,,,,,,
6464,124.81,한식,,,,,,
6465,68.25,한식,,,,,,
6466,65.22,까페,,,,,,
6467,1085.68,뷔페식,,,,,,
6468,108,까페,,,,,,
6469,41.41,한식,,,,,,
6470,100,한식,,,,,,
6471,53.48,한식,,,,,,
6472,181.5,식육(숯불구이),,,,,,
6473,33.66,한식,,,,,,
6474,142.67,한식,,,,,,
6475,89.1,한식,,,,,,
6476,57.24,한식,,,,,,
6477,100.3,패스트푸드,,,,,,
6478,73.16,한식,,,,,,
6479,97.89,경양식,,,,,,
6480,132.48,통닭(치킨),,,,,,
6481,52.73,통닭(치킨),,,,,,
6482,78.09,한식,,,,,,
6483,42.9,분식,,,,,,
6484,113.27,한식,,,,,,
6485,79.2,한식,,,,,,
6486,66.58,일식,,,,,,
6487,54.67,한식,,,,,,
6488,158.68,한식,,,,,,
6489,10.8,호프/통닭,,,,,,
6490,42.9,한식,,,,,,
6491,209,경양식,,,,,,
6492,112.2,한식,,,,,,
6493,17.1,한식,,,,,,
6494,83,통닭(치킨),,,,,,
6495,746.29,식육(숯불구이),,,,,,
6496,51.38,분식,,,,,,
6497,33.88,통닭(치킨),,,,,,
6498,28.9,한식,,,,,,
6499,59.89,한식,,,,,,
6500,98.4,한식,,,,,,
6501,79.2,한식,,,,,,
6502,45.96,까페,,,,,,
6503,94.49,일식,,,,,,
6504,84,한식,,,,,,
6505,116.5,까페,,,,,,
6506,99,일식,,,,,,
6507,62.89,한식,,,,,,
6508,53.82,한식,,,,,,
6509,72.11,한식,,,,,,
6510,49.5,호프/통닭,,,,,,
6511,137.31,식육(숯불구이),,,,,,
6512,493.64,한식,,,,,,
6513,85.99,식육(숯불구이),,,,,,
6514,68.1,한식,,,,,,
6515,54.8,한식,,,,,,
6516,86.24,한식,,,,,,
6517,42.5,한식,,,,,,
6518,78.7,한식,,,,,,
6519,271.43,한식,,,,,,
6520,167.36,통닭(치킨),,,,,,
6521,71.5,경양식,,,,,,
6522,40,기타,,,,,,
6523,161.04,한식,,,,,,
6524,28.79,통닭(치킨),,,,,,
6525,72.6,한식,,,,,,
6526,141.85,식육(숯불구이),,,,,,
6527,80.94,한식,,,,,,
6528,218.65,경양식,,,,,,
6529,128.74,기타,,,,,,
6530,27,분식,,,,,,
6531,27,한식,,,,,,
6532,103.82,경양식,,,,,,
6533,67.33,호프/통닭,,,,,,
6534,99,한식,,,,,,
6535,42,한식,,,,,,
6536,128,한식,,,,,,
6537,69.01,한식,,,,,,
6538,46.68,한식,,,,,,
6539,125.61,경양식,,,,,,
6540,217.08,까페,,,,,,
6541,171.57,까페,,,,,,
6542,101,중국식,,,,,,
6543,56.23,경양식,,,,,,
6544,59.84,한식,,,,,,
6545,115.5,한식,,,,,,
6546,94.82,기타,,,,,,
6547,81.6,기타,,,,,,
6548,56.1,중국식,,,,,,
6549,99.06,경양식,,,,,,
6550,155.62,한식,,,,,,
6551,214.5,호프/통닭,,,,,,
6552,117.19,한식,,,,,,
6553,94.5,까페,,,,,,
6554,269.68,경양식,,,,,,
6555,91.7,한식,,,,,,
6556,97.7,호프/통닭,,,,,,
6557,49.86,까페,,,,,,
6558,80,한식,,,,,,
6559,74.52,패스트푸드,,,,,,
6560,196.08,까페,,,,,,
6561,81,한식,,,,,,
6562,139.66,한식,,,,,,
6563,88.38,통닭(치킨),,,,,,
6564,65,정종/대포집/소주방,,,,,,
6565,32.02,한식,,,,,,
6566,84.16,중국식,,,,,,
6567,45.36,까페,,,,,,
6568,46.28,한식,,,,,,
6569,109.1,한식,,,,,,
6570,128.83,경양식,,,,,,
6571,69.48,한식,,,,,,
6572,346.39,한식,,,,,,
6573,99.72,까페,,,,,,
6574,33,분식,,,,,,
6575,444.25,호프/통닭,,,,,,
6576,31.69,까페,,,,,,
6577,57.75,식육(숯불구이),,,,,,
6578,38.52,까페,,,,,,
6579,46,경양식,,,,,,
6580,68.88,한식,,,,,,
6581,182.28,까페,,,,,,
6582,155.56,한식,,,,,,
6583,137.64,한식,,,,,,
6584,16.43,한식,,,,,,
6585,64.58,경양식,,,,,,
6586,30,분식,,,,,,
6587,76.56,까페,,,,,,
6588,67.26,호프/통닭,,,,,,
6589,134.31,식육(숯불구이),,,,,,
6590,42.39,식육(숯불구이),,,,,,
6591,104.25,한식,,,,,,
6592,82.95,한식,,,,,,
6593,105.9,한식,,,,,,
6594,117.44,한식,,,,,,
6595,59.22,까페,,,,,,
6596,83.2,한식,,,,,,
6597,66,한식,,,,,,
6598,27.2,까페,,,,,,
6599,15.1,호프/통닭,,,,,,
6600,106,한식,,,,,,
6601,99.47,까페,,,,,,
6602,81.87,한식,,,,,,
6603,177.8,한식,,,,,,
6604,248.21,한식,,,,,,
6605,65.27,까페,,,,,,
6606,106,한식,,,,,,
6607,32,까페,,,,,,
6608,97.58,호프/통닭,,,,,,
6609,53.94,까페,,,,,,
6610,153.29,한식,,,,,,
6611,229.32,한식,,,,,,
6612,72,까페,,,,,,
6613,49.5,식육(숯불구이),,,,,,
6614,69.34,식육(숯불구이),,,,,,
6615,116.32,호프/통닭,,,,,,
6616,66,호프/통닭,,,,,,
6617,76,경양식,,,,,,
6618,76.1,한식,,,,,,
6619,120.81,한식,,,,,,
6620,177.27,한식,,,,,,
6621,49.84,한식,,,,,,
6622,173.9,경양식,,,,,,
6623,85,한식,,,,,,
6624,93.69,한식,,,,,,
6625,26.45,한식,,,,,,
6626,35,까페,,,,,,
6627,101.6,한식,,,,,,
6628,95,한식,,,,,,
6629,387.54,경양식,,,,,,
6630,97.71,한식,,,,,,
6631,80.84,한식,,,,,,
6632,25.3,까페,,,,,,
6633,195.65,한식,,,,,,
6634,99,한식,,,,,,
6635,21.12,패스트푸드,,,,,,
6636,26.45,경양식,,,,,,
6637,319.05,한식,,,,,,
6638,127.86,한식,,,,,,
6639,222.25,뷔페식,,,,,,
6640,35.5,한식,,,,,,
6641,95.2,한식,,,,,,
6642,99.56,식육(숯불구이),,,,,,
6643,62.3,경양식,,,,,,
6644,99.56,일식,,,,,,
6645,47.93,기타,,,,,,
6646,132.88,호프/통닭,,,,,,
6647,127.38,한식,,,,,,
6648,16.52,회집,,,,,,
6649,49.06,외국음식전문점(인도태국등),,,,,,
6650,39.87,한식,,,,,,
6651,41.42,호프/통닭,,,,,,
6652,33.6,호프/통닭,,,,,,
6653,128.92,한식,,,,,,
6654,54.99,한식,,,,,,
6655,72.98,경양식,,,,,,
6656,58.93,한식,,,,,,
6657,73.14,한식,,,,,,
6658,40.5,기타,,,,,,
6659,18.59,기타,,,,,,
6660,20.37,호프/통닭,,,,,,
6661,88.85,식육(숯불구이),,,,,,
6662,56.2,한식,,,,,,
6663,82.84,한식,,,,,,
6664,173.51,한식,,,,,,
6665,72,호프/통닭,,,,,,
6666,309.74,경양식,,,,,,
6667,388.22,식육(숯불구이),,,,,,
6668,82.6,기타,,,,,,
6669,59.03,호프/통닭,,,,,,
6670,98.64,경양식,,,,,,
6671,98,기타,,,,,,
6672,33.88,김밥(도시락),,,,,,
6673,193.5,한식,,,,,,
6674,80.72,식육(숯불구이),,,,,,
6675,56.1,기타,,,,,,
6676,71,한식,,,,,,
6677,95.1,기타,,,,,,
6678,63.07,한식,,,,,,
6679,68.72,한식,,,,,,
6680,98,식육(숯불구이),,,,,,
6681,67,기타,,,,,,
6682,193,한식,,,,,,
6683,135.25,한식,,,,,,
6684,490.23,식육(숯불구이),,,,,,
6685,136.57,기타,,,,,,
6686,81.93,한식,,,,,,
6687,206.6,뷔페식,,,,,,
6688,335.2,한식,,,,,,
6689,149.93,기타,,,,,,
6690,144.93,한식,,,,,,
6691,176.6,기타,,,,,,
6692,95.13,중국식,,,,,,
6693,131.67,한식,,,,,,
6694,864.1,뷔페식,,,,,,
6695,42.28,기타,,,,,,
6696,14,회집,,,,,,
6697,53.22,기타,,,,,,
6698,33,기타,,,,,,
6699,45,분식,,,,,,
6700,127.4,경양식,,,,,,
6701,44.96,한식,,,,,,
6702,82.18,호프/통닭,,,,,,
6703,33,호프/통닭,,,,,,
6704,97.04,경양식,,,,,,
6705,65.49,기타,,,,,,
6706,20.7,한식,,,,,,
6707,145.32,한식,,,,,,
6708,207.53,한식,,,,,,
6709,135,경양식,,,,,,
6710,102.17,외국음식전문점(인도태국등),,,,,,
6711,43.22,기타,,,,,,
6712,58.47,기타,,,,,,
6713,63.22,회집,,,,,,
6714,34,기타,,,,,,
6715,85.3,한식,,,,,,
6716,126.4,식육(숯불구이),,,,,,
6717,12.75,기타,,,,,,
6718,113.37,한식,,,,,,
6719,63,한식,,,,,,
6720,23.14,기타,,,,,,
6721,382.5,한식,,,,,,
6722,137.5,한식,,,,,,
6723,49.68,기타,,,,,,
6724,74.46,기타,,,,,,
6725,45.93,한식,,,,,,
6726,26.45,기타,,,,,,
6727,33,기타,,,,,,
6728,177.8,한식,,,,,,
6729,49.83,기타,,,,,,
6730,105.81,한식,,,,,,
6731,27.6,한식,,,,,,
6732,63,경양식,,,,,,
6733,119,한식,,,,,,
6734,26.45,중국식,,,,,,
6735,258.36,한식,,,,,,
6736,96.78,한식,,,,,,
6737,109.46,한식,,,,,,
6738,73.38,기타,,,,,,
6739,53.4,분식,,,,,,
6740,33.73,한식,,,,,,
6741,37.8,한식,,,,,,
6742,82.5,기타,,,,,,
6743,54.79,한식,,,,,,
6744,34.52,한식,,,,,,
6745,205.44,기타,,,,,,
6746,40.08,패밀리레스트랑,,,,,,
6747,63,한식,,,,,,
6748,260.1,식육(숯불구이),,,,,,
6749,32.19,한식,,,,,,
6750,49.54,한식,,,,,,
6751,49.5,기타,,,,,,
6752,23.04,호프/통닭,,,,,,
6753,138.6,한식,,,,,,
6754,121.63,회집,,,,,,
6755,42.95,식육(숯불구이),,,,,,
6756,45,한식,,,,,,
6757,319.91,한식,,,,,,
6758,53.26,한식,,,,,,
6759,23.88,한식,,,,,,
6760,142.1,한식,,,,,,
6761,206.76,한식,,,,,,
6762,160,호프/통닭,,,,,,
6763,114,호프/통닭,,,,,,
6764,184.7,한식,,,,,,
6765,110.17,기타,,,,,,
6766,59.57,라이브카페,,,,,,
6767,19.8,기타,,,,,,
6768,295.62,식육(숯불구이),,,,,,
6769,24,한식,,,,,,
6770,56.64,한식,,,,,,
6771,49,기타,,,,,,
6772,103.25,기타,,,,,,
6773,66.32,한식,,,,,,
6774,113.41,호프/통닭,,,,,,
6775,43.47,기타,,,,,,
6776,37.62,한식,,,,,,
6777,138.84,한식,,,,,,
6778,21.73,분식,,,,,,
6779,56.2,호프/통닭,,,,,,
6780,49.5,경양식,,,,,,
6781,99.78,경양식,,,,,,
6782,109.44,한식,,,,,,
6783,31.05,호프/통닭,,,,,,
6784,84.48,한식,,,,,,
6785,38,호프/통닭,,,,,,
6786,25.86,한식,,,,,,
6787,168.5,중국식,,,,,,
6788,141.2,한식,,,,,,
6789,80.7,한식,,,,,,
6790,61.85,중국식,,,,,,
6791,62.47,탕류(보신용),,,,,,
6792,179.28,경양식,,,,,,
6793,73.6,분식,,,,,,
6794,128.7,회집,,,,,,
6795,126.88,한식,,,,,,
6796,93,기타,,,,,,
6797,97,기타,,,,,,
6798,117,한식,,,,,,
6799,33.21,한식,,,,,,
6800,11.6,한식,,,,,,
6801,85.14,한식,,,,,,
6802,167.1,뷔페식,,,,,,
6803,104.9,호프/통닭,,,,,,
6804,152.83,한식,,,,,,
6805,126.5,한식,,,,,,
6806,66,호프/통닭,,,,,,
6807,127.8,한식,,,,,,
6808,161.85,뷔페식,,,,,,
6809,28.46,통닭(치킨),,,,,,
6810,79.24,한식,,,,,,
6811,75.04,기타,,,,,,
6812,123.65,외국음식전문점(인도태국등),,,,,,
6813,47.52,호프/통닭,,,,,,
6814,108.65,외국음식전문점(인도태국등),,,,,,
6815,120.09,호프/통닭,,,,,,
6816,112.47,회집,,,,,,
6817,65.93,한식,,,,,,
6818,115.92,한식,,,,,,
6819,87.78,기타,,,,,,
6820,151.8,식육(숯불구이),,,,,,
6821,51,한식,,,,,,
6822,98.43,기타,,,,,,
6823,114.18,한식,,,,,,
6824,44.67,기타,,,,,,
6825,54.45,한식,,,,,,
6826,31.5,기타,,,,,,
6827,54.7,기타,,,,,,
6828,97.03,한식,,,,,,
6829,68.8,식육(숯불구이),,,,,,
6830,201.41,식육(숯불구이),,,,,,
6831,80.47,기타,,,,,,
6832,15.84,한식,,,,,,
6833,34.45,기타,,,,,,
6834,40.86,한식,,,,,,
6835,87.74,한식,,,,,,
6836,33,한식,,,,,,
6837,641.7,한식,,,,,,
6838,108,한식,,,,,,
6839,100.92,한식,,,,,,
6840,56.64,중국식,,,,,,
6841,70,식육(숯불구이),,,,,,
6842,26.64,정종/대포집/소주방,,,,,,
6843,63.12,기타,,,,,,
6844,56.1,정종/대포집/소주방,,,,,,
6845,40.4,한식,,,,,,
6846,63.02,한식,,,,,,
6847,45.7,기타,,,,,,
6848,78,기타,,,,,,
6849,66,한식,,,,,,
6850,308.56,경양식,,,,,,
6851,81,한식,,,,,,
6852,76,호프/통닭,,,,,,
6853,48,한식,,,,,,
6854,77.65,기타,,,,,,
6855,284,경양식,,,,,,
6856,58.5,한식,,,,,,
6857,74.25,한식,,,,,,
6858,251.99,한식,,,,,,
6859,198,기타,,,,,,
6860,69.13,기타,,,,,,
6861,44.75,기타,,,,,,
6862,29.75,분식,,,,,,
6863,126.21,기타,,,,,,
6864,33.4,호프/통닭,,,,,,
6865,97.14,기타,,,,,,
6866,92.4,한식,,,,,,
6867,294.69,한식,,,,,,
6868,29.85,기타,,,,,,
6869,86.72,기타,,,,,,
6870,54.01,한식,,,,,,
6871,121.58,기타,,,,,,
6872,12.5,호프/통닭,,,,,,
6873,26,호프/통닭,,,,,,
6874,62.3,호프/통닭,,,,,,
6875,98.84,기타,,,,,,
6876,100,한식,,,,,,
6877,151.1,한식,,,,,,
6878,56.32,한식,,,,,,
6879,128.19,한식,,,,,,
6880,66,한식,,,,,,
6881,274.56,뷔페식,,,,,,
6882,87.03,한식,,,,,,
6883,88.14,한식,,,,,,
6884,229.9,식육(숯불구이),,,,,,
6885,88.95,한식,,,,,,
6886,43.5,기타,,,,,,
6887,58.1,호프/통닭,,,,,,
6888,35.76,기타,,,,,,
6889,57.74,기타,,,,,,
6890,64.5,한식,,,,,,
6891,75.06,한식,,,,,,
6892,75,한식,,,,,,
6893,39.77,일식,,,,,,
6894,77.21,한식,,,,,,
6895,25.1,경양식,,,,,,
6896,77.42,기타,,,,,,
6897,67.5,한식,,,,,,
6898,207.84,경양식,,,,,,
6899,72.44,기타,,,,,,
6900,48.68,호프/통닭,,,,,,
6901,72.76,기타,,,,,,
6902,23.7,분식,,,,,,
6903,32.27,회집,,,,,,
6904,87.72,기타,,,,,,
6905,54.9,기타,,,,,,
6906,235.8,한식,,,,,,
6907,49.5,호프/통닭,,,,,,
6908,153.73,한식,,,,,,
6909,65.38,식육(숯불구이),,,,,,
6910,177.66,호프/통닭,,,,,,
6911,120,한식,,,,,,
6912,97.08,한식,,,,,,
6913,40.56,한식,,,,,,
6914,414.89,뷔페식,,,,,,
6915,95.76,기타,,,,,,
6916,153.5,기타,,,,,,
6917,41.29,한식,,,,,,
6918,270.86,한식,,,,,,
6919,15.12,한식,,,,,,
6920,57,호프/통닭,,,,,,
6921,65.96,한식,,,,,,
6922,68.45,한식,,,,,,
6923,137.9,한식,,,,,,
6924,110.35,한식,,,,,,
6925,32.76,기타,,,,,,
6926,98.75,한식,,,,,,
6927,123.19,한식,,,,,,
6928,119.14,기타,,,,,,
6929,344.73,한식,,,,,,
6930,66,한식,,,,,,
6931,116.48,한식,,,,,,
6932,87.1,일식,,,,,,
6933,95.15,호프/통닭,,,,,,
6934,30.05,한식,,,,,,
6935,71.61,한식,,,,,,
6936,73.16,한식,,,,,,
6937,114.87,한식,,,,,,
6938,55.77,한식,,,,,,
6939,57.51,한식,,,,,,
6940,64.29,기타,,,,,,
6941,61.92,한식,,,,,,
6942,84,한식,,,,,,
6943,424.09,한식,,,,,,
6944,266.9,한식,,,,,,
6945,19.8,호프/통닭,,,,,,
6946,26.4,호프/통닭,,,,,,
6947,72.2,기타,,,,,,
6948,91.02,한식,,,,,,
6949,50.61,호프/통닭,,,,,,
6950,105.1,한식,,,,,,
6951,37.35,분식,,,,,,
6952,108.28,식육(숯불구이),,,,,,
6953,49.59,한식,,,,,,
6954,168.98,한식,,,,,,
6955,125.48,한식,,,,,,
6956,134.05,한식,,,,,,
6957,66,한식,,,,,,
6958,74.68,경양식,,,,,,
6959,44.02,기타,,,,,,
6960,115.02,한식,,,,,,
6961,48.41,한식,,,,,,
6962,93.6,한식,,,,,,
6963,99.37,한식,,,,,,
6964,167.94,한식,,,,,,
6965,69.3,호프/통닭,,,,,,
6966,53.55,경양식,,,,,,
6967,180.2,한식,,,,,,
6968,33,식육(숯불구이),,,,,,
6969,65.78,한식,,,,,,
6970,52.8,한식,,,,,,
6971,97.6,한식,,,,,,
6972,107.1,한식,,,,,,
6973,739.39,한식,,,,,,
6974,41.58,한식,,,,,,
6975,62.81,경양식,,,,,,
6976,37.08,호프/통닭,,,,,,
6977,19.76,한식,,,,,,
6978,75.44,경양식,,,,,,
6979,88.5,호프/통닭,,,,,,
6980,145.09,호프/통닭,,,,,,
6981,40.21,한식,,,,,,
6982,253.54,한식,,,,,,
6983,46.32,한식,,,,,,
6984,43.34,한식,,,,,,
6985,93,한식,,,,,,
6986,52.94,한식,,,,,,
6987,202.66,경양식,,,,,,
6988,330.3,뷔페식,,,,,,
6989,55.14,한식,,,,,,
6990,121.22,한식,,,,,,
6991,80.8,호프/통닭,,,,,,
6992,148.5,한식,,,,,,
6993,32,한식,,,,,,
6994,189.84,한식,,,,,,
6995,55.46,호프/통닭,,,,,,
6996,41.67,한식,,,,,,
6997,60.3,한식,,,,,,
6998,371.45,한식,,,,,,
6999,58.4,기타,,,,,,
7000,63.38,기타,,,,,,
7001,112.97,식육(숯불구이),,,,,,
7002,94.18,한식,,,,,,
7003,81,기타,,,,,,
7004,175.68,한식,,,,,,
7005,284.27,한식,,,,,,
7006,88.61,한식,,,,,,
7007,17.63,호프/통닭,,,,,,
7008,42.97,한식,,,,,,
7009,158.74,한식,,,,,,
7010,60.64,호프/통닭,,,,,,
7011,40.5,한식,,,,,,
7012,75.24,한식,,,,,,
7013,167.8,한식,,,,,,
7014,187.53,한식,,,,,,
7015,49.58,한식,,,,,,
7016,141.9,한식,,,,,,
7017,47.27,기타,,,,,,
7018,19.86,분식,,,,,,
7019,133.94,한식,,,,,,
7020,67.2,식육(숯불구이),,,,,,
7021,82,한식,,,,,,
7022,465.22,식육(숯불구이),,,,,,
7023,106.65,경양식,,,,,,
